Name,Position,Age,OVR,Speed,Fatigue,PassAccuracy,Acceleration,Strength,Reactions
Omar Marmoush,ST,25,79,91,75,78,86,68,76
Arnau Martínez,RB,21,79,78,78,79,82,66,79
Adam Marušić,LB,31,79,87,80,71,86,81,76
Jean-Philippe Mateta,ST,27,79,83,66,76,68,89,76
Borja Mayoral,ST,27,79,72,66,77,70,72,77
Chancel Mbemba,CB,30,79,75,77,74,70,82,77
Callum McGregor,CDM,31,79,77,93,84,82,70,83
Medrán,CM,30,79,62,80,83,57,71,78
Nikola Milenković,CB,26,79,53,77,69,63,84,76
Takumi Minamino,CAM,29,79,74,74,79,84,58,78
Tyrone Mings,CB,31,79,72,62,75,55,86,76
Maximilian Mittelstädt,LB,27,79,69,80,78,79,66,79
Álex Moreno,LB,31,79,78,76,77,80,60,79
Hidemasa Morita,CM,29,79,69,85,81,68,75,79
Florentino,CDM,25,79,55,81,79,55,77,76
Hany Mukhtar,CAM,29,79,82,87,79,82,60,79
Nordi Mukiele,RB,26,79,78,79,72,76,79,72
Galeno,LM,26,79,94,82,73,92,66,78
Matt O'Riley,CM,23,79,69,85,82,68,73,79
Ayoze Pérez,LM,31,79,76,66,79,80,58,78
Matteo Pessina,CM,27,79,72,86,83,64,65,78
Ethan Pinnock,CB,31,79,69,77,64,65,86,77
Yeremy Pino,LM,21,79,76,70,78,77,32,74
Soufiane Rahimi,LM,28,79,84,81,75,87,62,75
Gonçalo Ramos,ST,23,79,75,85,72,77,79,81
Antonee Robinson,LB,27,79,89,81,74,87,73,75
Kaku,CAM,29,79,80,70,81,82,59,74
Oriol Romeu,CDM,32,79,35,75,79,46,83,76
Valentin Rongier,CDM,29,79,63,82,80,68,77,78
Julian Ryerson,RB,26,79,73,83,77,78,78,77
Pape Matar Sarr,CDM,22,79,68,83,81,72,71,79
Gianluca Scamacca,ST,25,79,69,61,75,61,85,76
Perr Schuurs,CB,24,79,76,73,78,61,76,75
Benjamin Šeško,ST,21,79,89,78,72,79,83,71
Mário Rui,LB,33,79,79,83,79,81,55,76
Wilfried Singo,CB,23,79,83,78,75,70,85,79
Tomáš Souček,CDM,29,79,51,87,75,49,83,78
Leonardo Spinazzola,LM,31,79,89,69,76,86,67,79
António Silva,CB,20,79,81,83,77,78,83,79
Martin Terrier,ST,27,79,83,75,78,81,75,76
Kieran Tierney,LB,27,79,82,77,78,78,71,79
Quinten Timber,CM,23,79,70,78,80,86,82,80
Jurriën Timber,CB,23,79,78,74,79,78,82,78
Rafael Tolói,CB,33,79,64,77,69,57,78,78
Edin Višća,RM,34,79,81,81,76,84,58,74
Nikola Vlašić,CAM,26,79,73,75,80,77,68,77
Aaron Wan-Bissaka,RB,26,79,85,73,74,78,71,77
James Ward-Prowse,CM,29,79,53,92,84,61,62,73
Julian Weigl,CDM,29,79,45,80,86,65,68,78
Yoane Wissa,LW,28,79,87,78,76,83,68,76
Denis Zakaria,CDM,27,79,86,76,79,72,87,78
Davide Zappacosta,LB,32,79,75,79,77,77,63,73
Edon Zhegrova,RM,25,79,79,69,76,92,61,75
Oleksandr Zinchenko,LB,27,79,61,77,84,73,63,79
Joshua Zirkzee,ST,23,79,73,69,79,74,82,78
Carlos Augusto,LM,25,79,81,84,78,80,78,76
Saud Abdulhamid,RB,25,78,92,94,71,91,70,72
Tammy Abraham,ST,26,78,81,66,74,75,85,80
Tosin Adarabioyo,CB,26,78,77,68,77,66,82,76
Amine Adli,ST,24,78,80,79,75,87,70,76
Joseph Aidoo,CB,28,78,79,81,72,69,91,73
Miguel Almirón,RW,30,78,86,88,75,89,52,77
Nadiem Amiri,CM,27,78,59,72,80,76,69,78
Sofyan Amrabat,CDM,28,78,67,79,79,62,78,74
Michail Antonio,ST,34,78,79,70,74,74,86,81
Mauro Arambarri,CDM,28,78,54,78,76,68,77,76
Cristian Arango,ST,29,78,74,74,78,77,76,78
Benoît Badiashile,CB,23,78,67,65,77,55,83,76
Antonín Barák,CM,29,78,68,80,81,70,73,77
Ricardo Pereira,RB,30,78,71,68,78,76,69,78
Melvin Bard,LB,23,78,79,80,74,77,74,75
Ross Barkley,CM,30,78,53,74,81,54,76,79
Marc Bartra,CB,33,78,68,67,78,68,77,81
Maximilian Beier,ST,21,78,89,83,72,88,52,79
Andrea Belotti,ST,30,78,71,72,68,66,81,79
Fran Beltrán,CDM,25,78,56,67,83,61,63,74
Saïd Benrahma,LW,29,78,69,70,77,78,53,75
Ramy Bensebaini,LB,29,78,79,71,75,71,78,76
Nabil Bentaleb,CDM,29,78,50,74,83,55,76,76
Mergim Berisha,ST,26,78,69,66,75,73,76,78
Jan-Niklas Beste,LM,25,78,76,86,75,80,55,67
Veljko Birmančević,RW,26,78,76,76,76,81,57,77
Olivier Boscagli,CB,26,78,65,76,80,69,75,78
Lilian Brassier,CB,24,78,71,71,74,66,78,76
Ante Budimir,ST,33,78,63,63,66,54,83,75
Emiliano Buendía,RM,27,78,65,54,82,74,63,74
Dan Burn,CB,32,78,49,76,75,34,89,76
Nélson Semedo,RB,30,78,80,78,76,79,69,76
Riccardo Calafiori,CB,22,78,69,73,76,68,78,78
Maxence Caqueret,CM,24,78,74,90,79,77,61,79
Daniel Podence,LM,28,78,79,73,73,89,30,76
Trevoh Chalobah,CB,25,78,70,70,76,64,83,76
Andrea Colpani,CAM,25,78,79,79,81,73,69,76
Murillo,CB,22,78,71,67,69,74,90,76
Vladimír Coufal,RB,32,78,63,85,75,68,75,77
Kerem Demirbay,CM,31,78,62,80,80,62,72,76
Kiernan Dewsbury-Hall,CM,26,78,62,85,79,74,73,81
Ousmane Diomande,CB,20,78,82,76,74,78,86,78
Berat Djimsiti,CB,31,78,66,73,67,63,80,74
Ritsu Doan,RM,26,78,73,77,75,84,59,74
Danilho Doekhi,CB,26,78,58,68,70,57,86,76
Oscar Dorley,CDM,26,78,76,86,80,80,64,77
Oscar,CAM,33,78,76,83,79,78,62,72
Ayoub El Kaabi,ST,31,78,82,68,67,78,75,69
Aschraf El Mahdioui,CDM,28,78,63,90,80,68,70,78
Harvey Elliott,CAM,21,78,71,75,79,78,34,75
Christian Eriksen,CM,32,78,48,66,83,53,49,77
Alfonso Espino,LB,32,78,86,90,67,88,78,66
Francisco Conceição,RM,21,78,87,69,73,88,40,79
Wesley Fofana,CB,23,78,77,59,73,54,80,72
Przemysław Frankowski,RB,29,78,88,84,77,93,69,78
Levi García,ST,26,78,89,78,70,88,87,73
Eric García,CB,23,78,68,65,82,55,72,78
Rubén García,RM,31,78,71,63,80,83,44,73
Fran García,LB,25,78,89,80,76,90,65,72
Federico Gatti,CB,26,78,77,67,66,73,78,73
Ryan Gauld,LW,28,78,84,87,77,84,38,78
João Gomes,CDM,23,78,73,78,78,67,70,75
Campaña,CM,31,78,62,79,81,68,70,74
Ismaily,LB,34,78,75,86,77,78,75,77
Amine Gouiri,LM,24,78,74,72,78,80,73,76
Jonathan Gradit,CB,31,78,68,77,74,71,79,78
Ryan Gravenberch,CM,22,78,70,77,80,72,75,74
Michael Gregoritsch,ST,30,78,53,71,74,54,85,81
Arda Güler,CAM,19,78,69,70,81,75,43,74
Christian Günter,LB,31,78,79,83,72,76,82,77
Abderrazak Hamdallah,ST,33,78,66,83,72,55,80,82
Lukáš Haraslín,LW,28,78,81,68,74,79,61,77
Cucho Hernández,ST,25,78,80,79,77,86,75,76
Héctor Herrera,CM,34,78,64,83,80,62,80,77
Ander Herrera,CM,35,78,54,78,79,65,69,78
Isak Hien,CB,25,78,75,51,62,63,90,73
Andreas Pereira,CAM,28,78,74,77,79,75,60,77
Rasmus Højlund,ST,21,78,86,78,73,84,87,77
Hwang Hee Chan,ST,28,78,81,77,73,88,74,80
Borja Iglesias,ST,31,78,63,65,76,61,84,80
Lorenzo Insigne,LW,33,78,76,67,79,83,34,73
Junya Ito,RM,31,78,84,87,75,90,60,73
Juanmi,LM,31,78,76,74,77,80,56,79
Brennan Johnson,RM,23,78,91,78,74,87,52,72
Joan Jordán,CM,30,78,55,78,80,53,74,76
Pierre Kalulu,CB,24,78,80,69,78,75,74,78
Kevin Kampl,CM,33,78,34,79,86,74,47,80
Rick Karsdorp,RB,29,78,85,79,76,76,80,76
Moise Kean,ST,24,78,85,77,68,82,78,72
Kodjo Fo-Doh Laba,ST,32,78,77,87,69,77,85,78
Gaëtan Laborde,RW,30,78,70,88,80,71,76,78
Armand Laurienté,LW,25,78,82,75,76,78,59,78
Victor Lindelöf,CB,30,78,53,69,80,51,76,78
Tino Livramento,RB,21,78,83,78,75,82,70,75
Hirving Lozano,RW,29,78,87,60,72,89,54,81
Matheus Nunes,CM,26,78,86,79,80,79,74,78
Noni Madueke,RM,22,78,90,72,74,89,68,72
Joakim Mæhle,RB,27,78,75,88,76,78,74,76
Lovro Majer,CM,26,78,50,90,82,76,65,78
Nemanja Maksimović,CM,29,78,45,82,77,49,78,80
Solly March,RM,30,78,74,79,78,76,61,75
Konstantinos Mavropanos,CB,26,78,80,65,62,67,91,72
Weston McKennie,CM,26,78,76,81,78,75,78,78
Scott McTominay,CDM,27,78,56,82,75,53,83,77
Ben Mee,CB,34,78,44,65,54,47,77,76
Arthur Cabral,ST,26,78,74,74,76,68,87,76
Moncayola,CM,26,78,64,74,82,64,67,76
Mason Mount,CM,25,78,68,75,82,73,57,78
Luis Muriel,ST,33,78,85,69,78,84,72,78
Rodrigo Becão,CB,28,78,54,67,69,54,84,75
Marcão,CB,28,78,63,85,75,63,83,79
Wilfred Ndidi,CDM,27,78,69,81,77,61,78,79
Victor Nelsson,CB,25,78,66,83,69,59,85,77
Saúl,CM,29,78,70,75,80,67,74,79
M'Bala Nzola,ST,28,78,90,75,69,86,90,78
Noah Okafor,ST,24,78,87,68,72,89,82,76
Caio Henrique,LB,27,78,78,78,78,76,58,74
Amadou Onana,CDM,23,78,78,76,79,64,81,75
Alex Oxlade-Chamberlain,CM,31,78,78,73,78,79,70,79
Willian Pacho,CB,22,78,79,69,73,78,84,79
Emerson,LB,30,78,79,76,77,78,59,75
Leandro Paredes,CM,30,78,62,74,86,62,75,68
Pedraza,LB,28,78,79,81,74,80,74,75
Nicolas Pépé,RM,29,78,87,65,75,87,70,74
Roberto Pereyra,CM,33,78,73,75,80,79,66,76
Stefan Posch,RB,27,78,78,70,74,71,77,75
Cameron Puertas,CM,26,78,73,80,78,75,72,74
Riqui Puig,CM,25,78,67,79,84,74,33,78
Julian Quiñones,ST,27,78,88,88,75,88,89,69
Jacob Ramsey,LM,23,78,78,79,77,77,72,79
Giacomo Raspadori,CAM,24,78,76,65,78,83,48,76
Matheus Reis,CB,29,78,78,82,76,76,83,76
Thierry Correia,RB,25,78,92,74,75,92,69,75
Diego Rico,LB,31,78,74,72,80,72,80,75
Riquelme,LM,24,78,77,66,78,80,43,75
Marc Roca,CDM,27,78,64,74,80,58,75,75
Kirian,CM,28,78,64,82,79,73,70,72
Nicolò Rovella,CM,22,78,79,88,81,75,63,74
Alexis Saelemaekers,LM,25,78,77,78,77,83,56,76
Rodri,LM,24,78,78,67,81,80,55,73
Giorgio Scalvini,CB,20,78,55,64,72,56,75,77
Marcos Senesi,CB,27,78,51,70,76,64,78,76
Mykola Shaparenko,CM,25,78,76,78,80,81,63,78
Andreas Skov Olsen,RM,24,78,82,74,73,90,70,66
Carlos Soler,CM,27,78,74,78,81,76,69,77
Djibril Sow,CM,27,78,82,87,79,76,75,78
Çağlar Söyüncü,CB,28,78,75,63,74,61,82,77
Angelo Stiller,CDM,23,78,53,77,84,65,65,82
Nicolás Tagliafico,LB,32,78,74,83,74,78,75,74
James Tavernier,RB,32,78,84,89,77,78,79,75
Teddy Teuma,CM,30,78,66,80,79,68,73,76
Jordan Teze,RB,24,78,79,74,74,76,81,77
Malick Thiaw,CB,23,78,73,68,81,72,82,78
Khéphren Thuram,CM,23,78,70,80,82,73,80,77
Takehiro Tomiyasu,RB,25,78,69,77,75,70,82,78
Gernot Trauner,CB,32,78,60,70,74,52,85,70
Trincão,RW,24,78,78,69,71,77,57,73
Enes Ünal,ST,27,78,67,77,75,68,82,77
Alan Varela,CDM,23,78,66,82,81,69,74,75
Matías Vecino,CM,33,78,58,72,79,57,81,78
Gabri Veiga,CAM,22,78,74,71,80,73,65,76
Jan Vertonghen,CB,37,78,56,74,75,60,82,70
Adam Wharton,CDM,20,78,63,71,80,74,68,77
Georginio Wijnaldum,CM,33,78,68,76,80,69,73,77
Jonas Wind,ST,25,78,34,78,79,66,82,82
Leny Yoro,CB,18,78,79,69,74,65,75,79
Nicolò Zaniolo,RM,25,78,77,75,77,72,86,80
Andrija Živković,RW,28,78,80,74,74,84,54,74
Kurt Zouma,CB,29,78,54,62,67,50,92,76
Vincent Aboubakar,ST,32,77,72,70,73,67,83,72
Tyler Adams,CDM,25,77,70,79,77,85,68,75
Yacine Adli,CDM,24,77,69,69,81,72,69,77
Emmanuel Agbadou,CB,27,77,71,68,65,54,90,75
Ruben Aguilar,RB,31,77,67,90,74,75,66,74
Kerem Aktürkoğlu,LM,25,77,84,86,71,88,44,77
Omar Alderete,CB,27,77,63,71,70,63,81,73
Gabriel Paulista,CB,33,77,63,68,72,64,76,71
Loïc Badé,CB,24,77,58,66,74,51,84,70
Anastasios Bakasetas,CAM,31,77,68,75,75,67,78,77
Ridle Baku,RB,26,77,80,81,75,84,74,75
Iván Balliu,RB,32,77,83,84,72,78,63,71
Folarin Balogun,ST,23,77,85,66,69,82,73,76
Jonathan Bamba,LM,28,77,83,76,74,84,63,75
Igor Paixão,LW,24,77,84,75,72,86,64,78
Michy Batshuayi,ST,30,77,79,75,69,76,84,77
Federico Bernardeschi,RW,30,77,76,74,76,76,69,69
Sam Beukema,CB,25,77,58,70,73,39,79,76
Philip Billing,CM,28,77,50,80,78,50,82,79
Yann Aurel Bisseck,CB,23,77,75,78,75,74,87,78
Ludovic Blas,RM,26,77,69,71,78,77,63,73
Jérémie Boga,LW,27,77,80,67,74,90,64,68
Willy Boly,CB,33,77,34,53,68,34,91,75
Santiago Bueno,CB,25,77,49,73,73,52,80,77
Vitaliy Buyalskyi,CAM,31,77,77,80,77,71,47,80
Dominic Calvert-Lewin,ST,27,77,80,62,70,68,82,76
Andrea Cambiaso,RB,24,77,78,72,79,78,61,75
Gianluca Caprari,CAM,31,77,77,67,77,78,43,75
André Carrillo,CAM,33,77,86,86,74,75,82,73
Cameron Carter-Vickers,CB,26,77,82,72,76,77,90,80
Gedson Fernandes,CM,25,77,80,88,74,80,77,80
Tiago Santos,RB,22,77,82,75,74,85,60,75
Nicolò Casale,CB,26,77,77,67,70,70,81,78
Timothy Castagne,RB,28,77,74,79,75,69,66,76
Gaetano Castrovilli,CM,27,77,67,70,82,71,63,78
Danilo Cataldi,CDM,30,77,64,75,81,72,67,80
Edinson Cavani,ST,37,77,53,57,72,50,74,82
Julian Chabot,CB,26,77,65,66,57,33,90,70
Farès Chaïbi,CAM,21,77,75,80,79,74,71,76
Brendan Chardonnet,CB,29,77,49,68,70,47,82,78
Patrick Ciurria,RM,29,77,84,78,81,77,49,76
Levi Colwill,CB,21,77,73,70,77,65,80,76
Lewis Cook,CDM,27,77,55,75,78,65,62,76
Dodô,RB,25,77,86,77,77,83,65,75
Evander,CAM,26,77,70,84,79,74,62,74
Thijs Dallinga,ST,24,77,74,76,73,69,70,78
Arnaut Danjuma,ST,27,77,86,63,77,80,72,83
Craig Dawson,CB,34,77,34,67,69,34,78,77
Rodinei,RB,32,77,82,84,77,80,65,75
De Frutos,RM,27,77,83,80,73,84,57,71
Vanderson,RB,23,77,76,77,76,79,67,75
Raúl De Tomás,ST,29,77,73,67,80,75,72,81
Kiril Despodov,RM,27,77,89,71,72,88,63,72
Bafodé Diakité,CB,23,77,79,78,72,69,75,75
Álvaro Djaló,RM,25,77,90,72,73,91,55,77
Paulo Díaz,CB,30,77,74,80,78,71,77,75
Issa Diop,CB,27,77,64,67,68,49,87,71
Dakonam Djené,CB,32,77,65,73,77,71,76,77
Nicolás Domínguez,CDM,26,77,67,89,80,72,67,73
Igor,CB,26,77,67,77,72,66,90,68
Alfie Doughty,LB,24,77,81,80,73,84,65,74
Anders Dreyer,RW,26,77,73,80,76,84,61,76
Sebastián Driussi,CAM,28,77,79,86,80,86,72,75
Marvin Ducksch,ST,30,77,60,64,79,66,70,81
Niclas Eliasson,RM,28,77,87,76,73,90,62,76
Breel Embolo,ST,27,77,82,68,75,73,85,75
Angeliño,LB,27,77,49,84,80,80,53,73
Romain Faivre,RM,26,77,67,74,76,76,63,75
Ansu Fati,CAM,21,77,87,63,73,91,49,73
Ignacio Fernández,CAM,34,77,63,70,77,66,66,77
Jota Silva,RM,25,77,84,84,72,82,67,76
Fábio Vieira,CAM,24,77,70,62,80,73,48,72
Kyogo Furuhashi,ST,29,77,83,85,69,86,53,81
Patric,CB,31,77,61,68,77,65,69,79
Matteo Gabbia,CB,24,77,53,76,65,41,71,75
Gonçalo Guedes,ST,27,77,83,64,68,82,71,77
Samuel Gigot,CB,30,77,65,70,71,59,84,77
Angel Gomes,CAM,24,77,76,78,79,77,63,77
Beto,ST,26,77,82,78,68,75,92,79
Nico González,CDM,22,77,68,76,81,63,82,75
Quilindschy Hartman,LM,22,77,79,76,78,81,74,79
Hans Hateboer,RB,30,77,76,70,74,77,75,75
Thorgan Hazard,LW,31,77,65,76,79,78,64,78
Rico Henry,LB,27,77,86,78,69,89,65,76
Bryan Heynen,CM,27,77,63,91,79,60,71,81
Santiago Hezze,CDM,22,77,65,88,77,70,74,73
Callum Hudson-Odoi,LM,23,77,78,68,74,86,58,72
Jonathan Ikoné,RW,26,77,88,69,73,90,50,73
Ivan Ilić,CM,23,77,67,69,81,69,68,71
Illarramendi,CM,34,77,34,66,78,49,65,79
Fotis Ioannidis,ST,24,77,77,72,70,72,79,74
Alex Iwobi,RM,28,77,75,90,77,75,74,75
Vincent Janssen,ST,30,77,69,84,76,68,91,81
Mathias Jensen,CM,28,77,68,80,79,66,70,76
João Pedro,ST,22,77,76,73,74,78,64,76
Saša Kalajdžić,ST,27,77,49,53,77,53,83,78
Arnaud Kalimuendo,ST,22,77,78,57,68,82,72,77
Milos Kerkez,LB,20,77,82,90,73,85,66,73
Maximilian Kilman,CB,27,77,67,68,75,53,85,78
Tim Kleindienst,ST,29,77,73,92,60,59,86,78
Justin Kluivert,CAM,25,77,88,72,73,88,60,70
Ladislav Krejčí,CB,25,77,68,79,74,65,85,72
Enzo Le Fée,CM,24,77,63,69,84,62,52,77
Florian Lejeune,CB,33,77,52,39,77,42,81,77
Lekue,RB,31,77,81,83,74,83,71,75
Chiquinho,CM,29,77,73,83,79,75,66,74
Diego Llorente,CB,31,77,64,64,74,65,78,78
Bradley Locko,LB,22,77,78,75,72,71,67,71
Renan Lodi,LB,26,77,77,82,76,82,67,73
Lucas Beraldo,CB,20,77,72,63,77,63,76,75
Jhon Lucumí,CB,26,77,68,70,74,63,83,75
Sebastiano Luperto,CB,28,77,63,66,68,65,74,77
André Horta,CM,27,77,73,83,81,73,65,78
Renato Sanches,CM,27,77,75,72,80,79,78,76
Darwin Machís,LM,31,77,84,65,73,89,66,70
Kobbie Mainoo,CDM,19,77,72,71,79,77,72,76
Ruslan Malinovskyi,CM,31,77,66,79,79,68,79,75
Rolando Mandragora,CDM,27,77,43,83,80,49,73,74
Guillermo Maripán,CB,30,77,33,55,70,32,89,77
Lucas Martínez Quarta,CB,28,77,62,70,76,49,78,73
Antony,RM,24,77,78,84,74,86,60,76
Dwight McNeil,LM,24,77,67,84,77,69,64,75
Georges Mikautadze,ST,23,77,81,76,76,81,69,76
Luis Milla,CM,29,77,65,80,78,72,70,79
Enzo Millot,CAM,22,77,75,80,79,76,46,76
Rafa Mir,ST,27,77,79,74,73,73,85,74
Tyrick Mitchell,LB,25,77,75,76,65,76,63,75
Terem Moffi,ST,25,77,93,66,65,89,88,69
Johan Mojica,LB,32,77,90,65,77,86,70,69
Moleiro,LM,20,77,81,67,78,86,60,70
Endrick,ST,18,77,88,66,68,91,71,77
Marcelino Moreno,LM,29,77,85,76,73,90,52,69
Mosquera,CB,20,77,74,79,74,79,74,75
Youssoufa Moukoko,ST,19,77,72,72,71,82,69,77
João Moutinho,CM,38,77,33,75,85,47,55,77
Mykhailo Mudryk,LM,23,77,92,72,72,93,60,70
Vitaliy Mykolenko,LB,25,77,77,72,74,73,69,73
Wendell,LB,31,77,81,78,74,83,66,72
Evan Ndicka,CB,25,77,78,68,74,69,81,71
João Mário,RB,24,77,85,84,73,86,60,79
Georges-Kévin Nkoudou,LM,29,77,93,73,71,92,60,70
Felix Nmecha,CM,23,77,82,77,78,77,83,78
Lukas Nmecha,ST,25,77,76,74,76,76,79,75
Christian Nørgaard,CDM,30,77,52,81,74,53,77,75
Unai Núñez,CB,27,77,73,68,75,65,82,76
Mathías Olivera,LB,26,77,72,76,72,69,69,78
Aitor Paredes,CB,24,77,77,70,72,65,77,80
Bruno Petković,ST,29,77,75,68,83,69,90,69
Germán Pezzella,CB,33,77,56,58,73,51,79,74
Kalvin Phillips,CDM,28,77,52,67,76,65,75,75
Orbelín Pineda,CAM,28,77,80,81,73,82,57,78
Alassane Plea,ST,31,77,58,69,80,75,73,78
Yussuf Poulsen,ST,30,77,68,76,74,77,80,79
Puado,LM,26,77,84,82,75,83,73,76
Juan Fernando Quintero,CAM,31,77,56,50,77,69,54,71
Luiz Felipe,CB,27,77,74,58,73,70,81,75
Arthur,CDM,28,77,55,68,83,63,62,78
Reguilón,LB,27,77,81,72,77,83,60,73
André Almeida,CM,24,77,69,69,80,75,59,75
Samuele Ricci,CDM,23,77,70,80,80,76,61,74
Ricardo Rodríguez,CB,32,77,70,75,81,69,72,75
Jonathan Rodríguez,ST,31,77,85,79,67,89,77,79
Youssouf Sabaly,RB,31,77,79,76,74,76,70,73
Umar Sadiq,ST,27,77,86,71,72,80,90,70
Roland Sallai,RM,27,77,72,64,76,77,70,75
Antonio Sanabria,ST,28,77,73,60,76,78,67,75
Ibrahim Sangaré,CDM,26,77,54,74,76,67,91,75
Baptiste Santamaria,CDM,29,77,41,81,81,44,70,73
Marcos Leonardo,ST,21,77,75,75,66,78,75,80
Daniel Bragança,CM,25,77,81,67,81,79,58,75
Pablo Sarabia,CAM,32,77,67,66,80,71,56,76
Nicolas Seiwald,CDM,23,77,72,87,75,74,68,78
Suat Serdar,CM,27,77,69,79,78,66,72,77
Giovanni Simeone,ST,29,77,69,68,69,73,74,77
Luis Sinisterra,LM,25,77,86,70,74,91,38,72
Oliver Skipp,CDM,23,77,56,73,78,67,66,76
Emile Smith Rowe,LM,24,77,76,68,79,76,61,76
Florian Sotoca,ST,33,77,76,87,78,69,80,81
Matías Soulé,RM,21,77,71,87,76,79,48,66
Jeremiah St. Juste,CB,27,77,95,68,75,90,74,79
Anton Stach,CM,25,77,76,81,76,70,81,79
Nicolae Stanciu,CM,31,77,74,91,79,79,60,75
Josip Stanišić,RB,24,77,77,71,74,68,75,76
Calvin Stengs,CAM,25,77,70,82,81,73,62,76
Kevin Stöger,CAM,31,77,52,72,83,62,63,79
Heorhii Sudakov,CAM,22,77,76,73,76,80,68,74
Yukinari Sugawara,RB,24,77,83,79,75,80,67,75
Josip Šutalo,CB,24,77,80,76,72,79,80,79
Mattias Svanberg,CM,25,77,85,76,80,76,75,78
Mathys Tel,ST,19,77,87,67,68,85,67,64
Arthur Theate,CB,24,77,75,72,63,65,84,74
Malik Tillman,CAM,22,77,78,71,77,82,76,76
Lucas Torró,CDM,30,77,40,78,79,49,76,74
Óscar Trejo,CAM,36,77,65,87,80,63,76,71
Adrien Truffert,LB,22,77,76,79,72,75,65,71
Konstantinos Tsimikas,LB,28,77,78,77,73,83,77,74
Bruma,LM,29,77,88,70,70,91,56,66
Martin Valjent,CB,28,77,59,82,75,67,85,68
Sepp van den Berg,CB,22,77,82,69,72,69,79,76
Jamie Vardy,ST,37,77,71,61,73,77,61,76
Vesga,CM,31,77,54,83,78,34,87,80
Elye Wahi,ST,21,77,84,70,72,84,69,75
Wout Weghorst,ST,32,77,66,75,77,51,90,81
Mitchell Weiser,RB,30,77,80,85,77,78,64,79
Joe Willock,CM,25,77,80,74,79,74,66,75
Patrick Wimmer,RM,23,77,78,76,75,83,71,75
Maximilian Wöber,CB,26,77,67,67,72,62,82,76
İsmail Yüksek,CDM,25,77,72,83,76,76,74,74
Illia Zabarnyi,CB,22,77,68,67,75,56,80,76
Dan-Axel Zagadou,CB,25,77,67,60,72,40,93,69
Nicola Zalewski,LM,22,77,86,80,77,83,46,72
Salis Abdul Samed,CDM,24,76,59,88,76,61,73,74
Mohammed Abu Fani,CM,26,76,63,76,80,68,68,76
Simon Adingra,RM,22,76,87,70,72,90,45,72
Luis Advíncula,RB,34,76,90,88,72,90,79,71
Michel Aebischer,CM,27,76,61,83,80,73,72,73
Kristoffer Ajer,CB,26,76,73,68,71,54,90,68
Maghnes Akliouche,RM,22,76,74,64,77,74,58,74
Chuba Akpom,ST,28,76,77,71,69,77,78,78
Rodrigo Aliendro,CDM,33,76,63,76,78,78,75,76
Stephen Eustáquio,CDM,27,76,65,77,78,67,69,75
Santiago Ascacíbar,CM,27,76,64,87,83,78,57,75
Taiwo Awoniyi,ST,27,76,79,62,69,69,88,76
Hernani,CDM,30,76,60,72,76,60,75,73
Carlos Bacca,ST,38,76,59,48,69,64,69,72
Eric Bailly,CB,30,76,71,35,68,64,84,70
Tommaso Baldanzi,CAM,21,76,78,68,76,77,40,70
Taison,CAM,36,76,82,70,75,81,65,58
Enis Bardhi,CAM,29,76,66,71,77,77,40,70
Leandro Barreiro Martins,CM,24,76,69,86,78,76,48,77
Pablo Barrios,CM,21,76,75,64,80,77,63,73
Musa Barrow,LW,25,76,85,72,74,82,69,76
Federico Baschirotto,CB,27,76,73,74,63,67,92,70
Calvin Bassey,CB,24,76,86,89,67,76,88,71
Mourad Batna,RM,34,76,72,80,72,73,84,76
Martin Baturina,CAM,21,76,75,78,79,77,63,70
Ihlas Bebou,ST,30,76,85,74,74,86,69,77
Sheraldo Becker,ST,29,76,94,73,74,91,73,78
Raoul Bellanova,RB,24,76,90,78,74,82,69,67
Héctor Bellerín,RB,29,76,81,71,74,78,57,76
Patrick Berg,CDM,26,76,74,92,77,72,75,75
Sander Berge,CM,26,76,55,81,78,51,91,76
Jordan Beyer,CB,24,76,76,68,74,67,77,74
Miguel Borja,ST,31,76,78,76,67,75,88,75
Hicham Boudaoui,CM,24,76,75,86,77,74,67,77
Lucas Boyé,ST,28,76,70,69,70,68,88,75
Malcom Braida,LM,27,76,81,82,74,84,67,70
Josip Brekalo,CAM,26,76,72,70,76,79,50,71
Christian Burgess,CB,32,76,35,78,68,35,82,68
Jonathan Burkardt,ST,24,76,69,77,74,82,76,76
Rémy Cabella,CAM,34,76,67,62,78,69,45,72
Mahdi Camara,CM,26,76,55,79,78,68,73,77
Jaminton Campaz,LM,24,76,84,72,74,86,55,72
Franco Cervi,LM,30,76,88,77,75,89,31,72
Pedro Chirivella,CDM,27,76,54,90,76,53,64,78
Ryan Christie,CM,29,76,76,85,78,76,74,75
Geny Catamo,RM,23,76,89,75,66,87,50,69
Gustavo Cuéllar,CDM,31,76,69,94,73,71,80,73
Josh Cullen,CDM,28,76,52,85,78,69,63,76
Hugo Cuypers,ST,27,76,77,90,73,73,75,78
Davidson,LW,33,76,82,90,70,82,65,74
Mahmoud Dahoud,CM,28,76,55,77,80,75,59,74
Ben Davies,CB,31,76,53,70,78,63,70,79
Leif Davis,LB,24,76,79,85,74,82,70,73
Maxim De Cuyper,LB,23,76,76,85,80,77,62,72
Mattia De Sciglio,RB,31,76,66,69,74,64,66,72
Johnny Cardoso,CDM,22,76,73,70,79,74,67,73
Alexsandro,CB,25,76,69,69,68,53,83,76
